population,site,original_planting_date,early_planting_date,late_planting_date,required_gdus,scenario_1_harvest_quantity,scenario_2_harvest_quanitity
p_2435,1,11/24/2020,11/24/2020,12/29/2020,1250,263,634
p_2436,1,11/24/2020,11/24/2020,1/5/2021,1162,346,373
p_2437,1,11/24/2020,11/17/2020,1/12/2021,1162,154,500
p_2438,1,11/24/2020,11/24/2020,12/29/2020,1250,162,564
p_2439,1,11/24/2020,11/17/2020,1/12/2021,992,248,571
p_2440,1,11/24/2020,11/24/2020,12/22/2020,1076,405,302
p_2441,1,11/24/2020,11/24/2020,12/29/2020,1076,246,553
p_2442,1,11/24/2020,11/24/2020,12/22/2020,1076,278,374
p_2443,1,11/24/2020,11/10/2020,12/15/2020,1076,309,155
p_2444,1,11/24/2020,11/10/2020,1/5/2021,1076,218,506
p_2445,1,11/24/2020,11/17/2020,1/12/2021,992,192,371
p_2446,1,11/24/2020,11/24/2020,1/5/2021,992,325,270
p_2447,1,11/24/2020,11/17/2020,1/12/2021,1076,321,332
p_2448,1,11/24/2020,11/10/2020,12/22/2020,992,268,150
p_2449,1,11/24/2020,11/10/2020,12/29/2020,1076,263,251
p_2450,1,11/24/2020,11/10/2020,12/29/2020,992,227,380
p_2451,1,11/24/2020,11/10/2020,1/12/2021,1076,392,312
p_2452,1,11/30/2020,11/23/2020,12/28/2020,907,197,157
p_2453,1,11/30/2020,11/30/2020,1/18/2021,907,253,234
p_2454,1,11/30/2020,11/23/2020,1/18/2021,907,248,288
p_2455,1,11/30/2020,11/30/2020,1/18/2021,907,139,541
p_2456,1,11/30/2020,11/16/2020,1/4/2021,992,391,345
p_2457,1,11/30/2020,11/30/2020,1/18/2021,992,225,363
p_2458,1,11/30/2020,11/16/2020,1/4/2021,907,219,230
p_2459,1,11/30/2020,11/23/2020,12/21/2020,907,367,350
p_2460,1,11/30/2020,11/30/2020,12/28/2020,992,390,396
p_2461,1,11/30/2020,11/23/2020,12/21/2020,992,349,200
p_2462,1,11/30/2020,11/16/2020,1/18/2021,907,108,478
p_2463,1,11/30/2020,11/23/2020,1/4/2021,992,225,407
p_2464,1,11/30/2020,11/16/2020,12/28/2020,992,306,692
p_2465,1,11/30/2020,11/16/2020,1/11/2021,992,292,292
p_2466,1,11/30/2020,11/16/2020,12/28/2020,992,134,380
p_2467,1,11/30/2020,11/23/2020,12/28/2020,992,268,532
p_2468,1,11/30/2020,11/23/2020,1/18/2021,992,415,466
p_2469,1,11/30/2020,11/30/2020,12/21/2020,1076,372,365
p_2470,0,11/24/2020,11/24/2020,12/15/2020,1282,284,424
p_2471,0,11/24/2020,11/17/2020,1/5/2021,1282,262,331
p_2472,0,11/24/2020,11/17/2020,1/12/2021,1282,412,330
p_2473,0,12/1/2020,11/24/2020,12/29/2020,1093,256,584
p_2474,0,12/1/2020,11/24/2020,12/22/2020,1201,264,362
p_2475,0,12/1/2020,11/17/2020,12/22/2020,1093,227,231
p_2476,0,12/1/2020,11/17/2020,1/5/2021,1093,192,612
p_2477,0,12/1/2020,11/17/2020,12/29/2020,1093,218,521
p_2478,0,12/12/2020,12/5/2020,1/30/2021,1224,376,452
p_2479,0,12/12/2020,11/28/2020,1/2/2021,1224,207,387
p_2480,0,12/12/2020,11/28/2020,1/30/2021,1328,118,215
p_2481,0,12/12/2020,12/12/2020,1/9/2021,1224,281,429
p_2482,0,12/12/2020,12/12/2020,1/9/2021,1224,346,228
p_2483,0,12/12/2020,11/28/2020,1/2/2021,1224,323,408
p_2484,0,12/12/2020,11/28/2020,1/23/2021,1224,137,467
p_2485,0,12/12/2020,11/28/2020,1/30/2021,1117,290,371
p_2486,0,12/12/2020,12/5/2020,1/30/2021,1224,187,147
p_2487,0,12/9/2020,12/9/2020,1/13/2021,1117,241,235
p_2488,0,12/9/2020,12/9/2020,1/6/2021,1117,278,203
p_2489,0,12/9/2020,12/9/2020,1/6/2021,1008,272,66
p_2490,0,12/10/2020,11/26/2020,12/31/2020,1117,344,207
p_2491,0,12/10/2020,12/3/2020,12/31/2020,1117,257,461
p_2492,0,12/10/2020,12/10/2020,12/31/2020,1117,270,230
p_2493,0,12/10/2020,12/10/2020,1/14/2021,1117,217,175
p_2494,0,12/10/2020,12/3/2020,1/21/2021,1117,185,373
p_2495,0,12/10/2020,11/26/2020,12/31/2020,1008,375,389
p_2496,0,12/10/2020,11/26/2020,12/31/2020,1008,184,434
p_2497,0,12/9/2020,12/9/2020,12/30/2020,1008,119,66
p_2498,0,12/9/2020,12/9/2020,1/13/2021,1117,93,425
p_2499,0,12/9/2020,12/2/2020,1/27/2021,1117,316,79
p_2500,0,12/9/2020,12/9/2020,1/20/2021,1117,156,512
p_2501,0,12/9/2020,12/2/2020,1/27/2021,1117,178,339
p_2502,0,12/9/2020,12/9/2020,1/6/2021,1117,448,255
p_2503,0,12/9/2020,12/9/2020,1/6/2021,1117,303,444
p_2504,0,12/9/2020,12/9/2020,12/30/2020,1117,78,164
p_2505,0,12/9/2020,11/25/2020,1/27/2021,1117,240,423
p_2506,0,12/10/2020,12/3/2020,1/14/2021,1008,312,628
p_2507,0,12/10/2020,12/3/2020,1/21/2021,1008,307,222
p_2508,0,12/10/2020,11/26/2020,1/28/2021,1008,327,113
p_2509,0,12/10/2020,11/26/2020,1/28/2021,1008,141,172
p_2510,0,12/10/2020,11/26/2020,1/21/2021,1008,398,379
p_2511,0,12/11/2020,12/4/2020,1/29/2021,1224,253,468
p_2512,0,12/11/2020,12/11/2020,1/29/2021,1117,228,286
p_2513,0,12/11/2020,11/27/2020,1/22/2021,1224,103,275
p_2514,0,12/11/2020,11/27/2020,1/15/2021,1117,269,302
p_2515,0,12/11/2020,11/27/2020,1/22/2021,1117,260,254
p_2516,0,12/11/2020,12/11/2020,1/1/2021,1224,400,478
p_2517,0,12/11/2020,12/11/2020,1/1/2021,1117,173,396
p_2518,0,12/11/2020,11/27/2020,1/1/2021,1117,285,315
p_2519,0,12/11/2020,12/11/2020,1/1/2021,1224,349,235
p_2520,0,12/11/2020,11/27/2020,1/8/2021,1224,368,337
p_2521,0,12/11/2020,12/11/2020,1/15/2021,1224,139,164
p_2522,0,12/11/2020,12/4/2020,1/8/2021,1117,382,284
p_2523,0,12/11/2020,12/4/2020,1/29/2021,1224,360,530
p_2524,0,12/11/2020,12/11/2020,1/29/2021,1117,240,294
p_2525,0,12/11/2020,12/4/2020,1/22/2021,1224,423,383
p_2526,1,12/8/2020,12/1/2020,12/29/2020,926,225,183
p_2527,1,12/8/2020,12/1/2020,1/19/2021,926,424,392
p_2528,1,12/8/2020,11/24/2020,1/26/2021,1012,248,493
p_2529,1,12/8/2020,12/8/2020,12/29/2020,1012,235,289
p_2530,1,12/8/2020,12/8/2020,1/12/2021,1012,138,223
p_2531,1,12/8/2020,12/8/2020,1/26/2021,1012,274,614
p_2532,1,12/8/2020,12/1/2020,1/19/2021,1100,75,185
p_2533,1,12/8/2020,11/24/2020,1/19/2021,1012,317,153
p_2534,0,12/18/2020,12/18/2020,2/5/2021,1028,450,277
p_2535,0,12/18/2020,12/11/2020,1/15/2021,1028,286,350
p_2536,0,12/18/2020,12/4/2020,1/22/2021,1028,211,340
p_2537,0,12/18/2020,12/4/2020,2/5/2021,1028,329,415
p_2538,0,12/18/2020,12/18/2020,2/5/2021,1028,295,337
p_2539,0,12/17/2020,12/17/2020,1/28/2021,1136,266,522
p_2540,0,12/22/2020,12/15/2020,1/12/2021,1149,233,391
p_2541,0,12/22/2020,12/22/2020,1/12/2021,1149,430,221
p_2542,0,12/22/2020,12/15/2020,1/12/2021,1149,310,77
p_2543,0,12/22/2020,12/8/2020,2/2/2021,1149,282,570
p_2544,0,12/22/2020,12/8/2020,1/12/2021,1149,394,468
p_2545,0,12/22/2020,12/8/2020,2/9/2021,1149,205,567
p_2546,0,12/22/2020,12/8/2020,1/19/2021,1149,186,130
p_2547,0,12/22/2020,12/22/2020,1/19/2021,1252,151,349
p_2548,0,12/19/2020,12/19/2020,1/16/2021,1240,246,504
p_2549,0,12/22/2020,12/15/2020,1/12/2021,1252,229,358
p_2550,0,12/22/2020,12/15/2020,1/19/2021,1252,110,266
p_2551,0,12/22/2020,12/15/2020,1/12/2021,1252,399,194
p_2552,0,12/17/2020,12/10/2020,2/4/2021,1136,123,129
p_2553,0,12/22/2020,12/15/2020,2/9/2021,1149,202,489
p_2554,0,12/22/2020,12/8/2020,2/2/2021,1149,414,261
p_2555,0,12/22/2020,12/8/2020,2/2/2021,1149,170,777
p_2556,0,12/22/2020,12/8/2020,1/26/2021,1149,185,420
p_2557,0,12/22/2020,12/15/2020,2/9/2021,1149,292,377
p_2558,0,12/29/2020,12/15/2020,1/19/2021,1159,246,260
p_2559,0,12/29/2020,12/15/2020,2/2/2021,1056,285,443
p_2560,0,12/29/2020,12/15/2020,2/16/2021,1056,205,356
p_2561,0,12/29/2020,12/15/2020,1/19/2021,1159,194,122
p_2562,0,12/29/2020,12/29/2020,2/16/2021,1159,275,151
p_2563,0,12/29/2020,12/22/2020,2/16/2021,1159,210,358
p_2564,0,12/29/2020,12/22/2020,1/19/2021,1159,266,302
p_2565,0,12/29/2020,12/29/2020,2/16/2021,1056,279,241
p_2566,0,12/29/2020,12/15/2020,2/16/2021,1159,271,541
p_2567,0,12/29/2020,12/15/2020,2/16/2021,1056,314,372
p_2568,0,12/29/2020,12/15/2020,2/9/2021,1159,346,321
p_2569,0,12/29/2020,12/22/2020,1/26/2021,1259,268,598
