Geo Code,Topic,Category,Sub Category,Characteristic_level_1,Characteristic_level_2,Characteristic_level_3,Characteristic_level_4,Count
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Flemish,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Frisian,,,10
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,German,,,190
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Norwegian,,,10
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Swedish,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Yiddish,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Bosnian,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Bulgarian,,,20
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Croatian,,,40
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Czech,,,85
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Macedonian,,,85
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Polish,,,275
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Russian,,,285
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Serbian,,,85
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Serbo-Croatian,,,60
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Slovak,,,25
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Slovenian,,,25
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Ukrainian,,,35
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Latvian,,,25
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Lithuanian,,,15
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Estonian,,,10
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Finnish,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Hungarian,,,150
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Greek,,,190
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Armenian,,,15
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Turkish,,,60
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Amharic,,,525
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Arabic,,,205
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Hebrew,,,10
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Maltese,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Somali,,,605
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Tigrigna,,,200
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Bengali,,,1485
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Gujarati,,,50
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Hindi,,,160
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Kurdish,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Panjabi (Punjabi),,,90
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Pashto,,,85
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Persian (Farsi),,,160
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Sindhi,,,10
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Sinhala (Sinhalese),,,15
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Urdu,,,175
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Malayalam,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Tamil,,,960
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Telugu,,,20
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Japanese,,,135
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Korean,,,260
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Cantonese,,,790
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,"Chinese, n.o.s.",,,1275
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Mandarin,,,500
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Taiwanese,,,10
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Lao,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Khmer (Cambodian),,,95
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Vietnamese,,,750
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Bisayan languages,,,25
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Ilocano,,,20
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Malay,,,0
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,"Tagalog (Pilipino, Filipino)",,,370
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Akan (Twi),,,25
M5A,Detailed Language characteristics,Total population by mother tongue - 20% sample data,Single responses,Non-official languages,Swahili,,,85
