ID,Gender,Race,Age,Age_Group,Income,Credit_Score,Loan_Amount,Employment_Type,Education_Level,Citizenship_Status,Language_Proficiency,Disability_Status,Criminal_Record,Zip_Code_Group
5046,Male,Asian,28,25-60,161765,552,67275,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
5047,Male,Hispanic,74,Over 60,117633,846,403431,Full-time,High School,Citizen,Limited,No,No,Working Class Urban
5048,Male,White,41,25-60,42554,638,235450,Full-time,High School,Permanent Resident,Fluent,No,No,High-income Suburban
5049,Female,White,53,25-60,138337,567,225882,Unemployed,Some College,Citizen,Fluent,No,No,Rural
5050,Male,White,19,Under 25,161678,769,195573,Full-time,Some College,Citizen,Limited,No,No,High-income Suburban
5051,Female,White,32,25-60,166014,594,198359,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined
5052,Male,White,32,25-60,112783,659,374272,Full-time,Graduate,Citizen,Fluent,Yes,No,Working Class Urban
5053,Male,White,72,Over 60,164958,611,77555,Self-employed,Bachelor's,Citizen,Limited,No,No,Working Class Urban
5054,Male,White,58,25-60,145138,796,296642,Full-time,High School,Citizen,Limited,No,No,Rural
5055,Male,White,36,25-60,30909,822,90007,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined
5056,Male,Hispanic,26,25-60,97418,598,184084,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
5057,Female,White,61,Over 60,91595,616,170420,Self-employed,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
5058,Non-binary,White,59,25-60,139089,649,197713,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined
5059,Female,White,29,25-60,173192,556,235810,Gig,Graduate,Citizen,Limited,No,No,Working Class Urban
5060,Male,Black,19,Under 25,92418,813,222515,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
5061,Male,White,26,25-60,77155,750,291782,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban
5062,Male,White,44,25-60,28058,535,225543,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
5063,Female,Hispanic,38,25-60,106552,581,116389,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
5064,Male,White,66,Over 60,120997,636,271284,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
5065,Female,White,69,Over 60,62123,647,380986,Part-time,Graduate,Citizen,Limited,No,No,Historically Redlined
5066,Female,White,46,25-60,67022,795,237248,Full-time,High School,Visa Holder,Limited,No,No,Urban Professional
5067,Female,Multiracial,29,25-60,170620,823,193489,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
5068,Male,Black,51,25-60,161982,565,55338,Full-time,Some College,Citizen,Fluent,Yes,No,Historically Redlined
5069,Female,Black,64,Over 60,155999,817,225978,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional
5070,Male,White,24,Under 25,98420,695,249128,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined
5071,Male,White,71,Over 60,163702,633,121979,Full-time,Graduate,Citizen,Fluent,No,No,Rural
5072,Male,Hispanic,42,25-60,155631,605,127588,Full-time,High School,Citizen,Limited,No,No,Working Class Urban
5073,Male,White,35,25-60,92381,510,95840,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional
5074,Female,White,71,Over 60,159088,717,84571,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
5075,Male,Asian,30,25-60,32089,523,258811,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
5076,Female,White,77,Over 60,172696,520,246362,Full-time,Bachelor's,Permanent Resident,Fluent,No,Yes,Working Class Urban
5077,Female,White,57,25-60,80496,798,218420,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
5078,Female,White,35,25-60,141270,630,348145,Part-time,High School,Citizen,Limited,No,No,High-income Suburban
5079,Female,White,51,25-60,109730,830,99437,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
5080,Male,Black,30,25-60,75208,689,253363,Full-time,Some College,Citizen,Fluent,Yes,No,Historically Redlined
5081,Female,White,47,25-60,125943,803,443244,Full-time,Some College,Citizen,Fluent,Yes,No,Urban Professional
5082,Female,White,44,25-60,166290,731,107937,Part-time,High School,Citizen,Limited,No,No,Urban Professional
5083,Female,White,50,25-60,174544,739,374563,Part-time,High School,Citizen,Fluent,No,No,Urban Professional
5084,Female,Hispanic,77,Over 60,80731,825,279652,Self-employed,Some College,Citizen,Fluent,No,No,High-income Suburban
5085,Female,Hispanic,32,25-60,33413,631,355090,Unemployed,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
5086,Male,White,77,Over 60,67485,693,130651,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
5087,Male,White,73,Over 60,100199,780,379931,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined
5088,Male,White,70,Over 60,115069,828,323886,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
5089,Female,White,23,Under 25,38711,503,81740,Gig,High School,Visa Holder,Fluent,No,No,Urban Professional
5090,Male,Multiracial,64,Over 60,48393,838,78340,Full-time,Graduate,Permanent Resident,Fluent,No,No,Urban Professional
5091,Male,Black,55,25-60,174470,582,51374,Full-time,Some College,Permanent Resident,Fluent,No,No,Rural
5092,Male,White,54,25-60,41829,757,217256,Self-employed,Some College,Permanent Resident,Fluent,No,No,Rural
5093,Male,White,26,25-60,55840,559,300978,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
5094,Male,White,30,25-60,98325,729,179928,Self-employed,Graduate,Permanent Resident,Limited,No,No,Urban Professional
5095,Female,White,74,Over 60,168153,676,331598,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
5096,Female,Black,51,25-60,47856,803,155645,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
5097,Female,White,36,25-60,32806,566,439019,Full-time,Some College,Permanent Resident,Limited,Yes,No,Historically Redlined
5098,Female,White,47,25-60,36037,680,350298,Part-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined
5099,Female,White,36,25-60,131864,811,245192,Full-time,High School,Citizen,Fluent,No,No,Rural
5100,Female,Black,76,Over 60,138072,531,203230,Gig,Bachelor's,Citizen,Fluent,No,No,Urban Professional
5101,Female,White,77,Over 60,31592,699,113731,Full-time,High School,Citizen,Fluent,Yes,No,High-income Suburban
5102,Female,White,32,25-60,83845,543,310003,Self-employed,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
5103,Male,White,56,25-60,154636,567,59396,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
5104,Male,Hispanic,75,Over 60,56929,629,259841,Full-time,Bachelor's,Citizen,Limited,No,No,High-income Suburban
5105,Male,White,63,Over 60,107679,685,92395,Gig,Graduate,Citizen,Fluent,Yes,No,Rural
5106,Male,Black,23,Under 25,162822,522,357428,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
5107,Male,Hispanic,79,Over 60,141603,757,433763,Full-time,High School,Citizen,Limited,No,No,Urban Professional
5108,Male,White,38,25-60,163205,646,129380,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
5109,Male,Black,62,Over 60,160030,796,138249,Full-time,Graduate,Citizen,Fluent,No,No,Historically Redlined
5110,Female,Black,57,25-60,85727,528,316679,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
5111,Female,White,61,Over 60,101104,753,189885,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,High-income Suburban
5112,Female,White,27,25-60,56635,833,348581,Full-time,Graduate,Citizen,Fluent,No,No,Rural
5113,Female,White,80,Over 60,112047,613,190935,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
5114,Male,Black,72,Over 60,25966,824,129034,Part-time,Some College,Permanent Resident,Fluent,Yes,No,Urban Professional
5115,Female,Asian,22,Under 25,122969,748,237440,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
5116,Male,White,36,25-60,85985,815,195663,Full-time,Graduate,Permanent Resident,Fluent,No,No,Working Class Urban
5117,Male,White,76,Over 60,169816,668,287744,Full-time,Bachelor's,Citizen,Fluent,No,No,Historically Redlined
5118,Female,White,20,Under 25,131676,666,309966,Full-time,Bachelor's,Citizen,Limited,Yes,No,Urban Professional
5119,Female,White,48,25-60,169891,756,378159,Full-time,Bachelor's,Visa Holder,Fluent,No,No,High-income Suburban
5120,Male,Hispanic,82,Over 60,130211,578,397761,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
5121,Female,White,82,Over 60,95122,611,235719,Gig,High School,Permanent Resident,Fluent,Yes,No,Urban Professional
5122,Male,White,79,Over 60,96516,638,75622,Full-time,Graduate,Permanent Resident,Fluent,No,No,Rural
5123,Female,White,78,Over 60,139058,679,379803,Full-time,Graduate,Citizen,Fluent,No,No,Rural
5124,Female,White,59,25-60,163794,511,179820,Full-time,Graduate,Citizen,Fluent,No,No,Rural
5125,Female,White,53,25-60,25827,727,245723,Unemployed,Bachelor's,Visa Holder,Fluent,No,No,High-income Suburban
5126,Male,Asian,54,25-60,25308,763,250863,Self-employed,Graduate,Permanent Resident,Fluent,No,No,Rural
5127,Female,White,38,25-60,91166,595,396751,Part-time,High School,Citizen,Fluent,Yes,No,Working Class Urban
5128,Female,Asian,58,25-60,104477,692,190503,Full-time,Some College,Citizen,Fluent,No,No,Historically Redlined
5129,Male,Multiracial,52,25-60,134590,786,167432,Self-employed,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
5130,Female,Black,54,25-60,170619,512,423327,Self-employed,High School,Citizen,Fluent,No,No,Historically Redlined
5131,Male,Black,42,25-60,141419,761,200209,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
5132,Female,White,69,Over 60,71063,501,418409,Full-time,High School,Citizen,Fluent,No,Yes,Urban Professional
5133,Male,White,54,25-60,56360,771,342349,Full-time,Some College,Citizen,Limited,No,No,Urban Professional
5134,Female,White,58,25-60,29788,732,339420,Full-time,High School,Citizen,Fluent,Yes,No,High-income Suburban
5135,Female,Black,32,25-60,64131,674,270629,Gig,Graduate,Citizen,Fluent,Yes,No,High-income Suburban
5136,Female,Asian,47,25-60,139386,716,270585,Gig,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
5137,Male,White,59,25-60,71030,520,448354,Gig,Graduate,Citizen,Fluent,No,No,Working Class Urban
5138,Male,White,64,Over 60,147612,657,339452,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional
5139,Female,Black,52,25-60,90610,782,349024,Full-time,High School,Citizen,Fluent,No,Yes,High-income Suburban
5140,Male,White,73,Over 60,116594,772,123293,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
5141,Male,White,34,25-60,161742,607,216444,Full-time,Graduate,Citizen,Fluent,No,Yes,Rural
5142,Non-binary,White,80,Over 60,84797,834,330359,Full-time,Some College,Permanent Resident,Limited,No,No,High-income Suburban
5143,Female,Hispanic,65,Over 60,25799,801,265539,Full-time,Bachelor's,Citizen,Limited,No,No,Rural
5144,Female,White,80,Over 60,166205,579,429196,Unemployed,Bachelor's,Citizen,Fluent,No,No,Urban Professional
5145,Female,Asian,50,25-60,38733,668,94458,Full-time,Some College,Citizen,Fluent,No,No,Rural
5146,Male,White,46,25-60,99289,521,178664,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
5147,Female,White,55,25-60,106227,552,77310,Self-employed,Some College,Citizen,Fluent,No,No,Rural
5148,Male,White,67,Over 60,110488,841,291095,Full-time,High School,Citizen,Fluent,No,No,High-income Suburban
5149,Male,White,58,25-60,103235,545,280971,Full-time,High School,Citizen,Fluent,No,No,Urban Professional
5150,Female,Asian,81,Over 60,75879,504,174608,Self-employed,Some College,Citizen,Fluent,No,No,High-income Suburban
5151,Male,Asian,32,25-60,74501,832,130479,Full-time,Some College,Citizen,Fluent,No,No,Working Class Urban
5152,Female,White,77,Over 60,42842,557,257139,Full-time,Graduate,Citizen,Fluent,No,No,Rural
5153,Male,Hispanic,50,25-60,109718,643,232609,Self-employed,Bachelor's,Citizen,Fluent,No,Yes,Urban Professional
5154,Female,Hispanic,60,25-60,66170,515,300861,Full-time,High School,Citizen,Fluent,Yes,No,High-income Suburban
5155,Female,White,68,Over 60,151011,699,305481,Part-time,Graduate,Permanent Resident,Fluent,No,Yes,Urban Professional
5156,Male,Hispanic,72,Over 60,31202,847,104168,Unemployed,High School,Citizen,Fluent,No,No,High-income Suburban
5157,Female,Hispanic,29,25-60,160247,812,225765,Gig,Bachelor's,Citizen,Fluent,No,No,Rural
5158,Male,Hispanic,60,25-60,165094,553,163387,Full-time,Some College,Citizen,Limited,No,No,Working Class Urban
5159,Female,Hispanic,61,Over 60,37424,651,436352,Gig,Some College,Citizen,Limited,No,No,High-income Suburban
5160,Male,White,58,25-60,93648,776,170601,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional
5161,Male,Asian,53,25-60,161589,709,204804,Gig,Bachelor's,Citizen,Fluent,No,No,Rural
5162,Male,White,82,Over 60,137719,709,293045,Unemployed,Bachelor's,Visa Holder,Fluent,No,No,Working Class Urban
5163,Male,White,35,25-60,174318,566,440837,Full-time,Bachelor's,Citizen,Limited,No,No,High-income Suburban
5164,Female,White,25,25-60,163457,846,97627,Part-time,Graduate,Citizen,Fluent,No,No,Urban Professional
5165,Male,White,78,Over 60,151930,738,132510,Full-time,Graduate,Citizen,Fluent,Yes,No,Historically Redlined
5166,Male,White,46,25-60,149118,811,170043,Full-time,High School,Citizen,Fluent,No,No,Historically Redlined
5167,Male,Hispanic,53,25-60,170061,578,226169,Part-time,Some College,Citizen,Fluent,No,No,Urban Professional
5168,Male,Hispanic,19,Under 25,148120,771,142834,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
5169,Male,White,75,Over 60,86205,674,139015,Full-time,Some College,Citizen,Fluent,No,No,Urban Professional
5170,Female,Hispanic,47,25-60,32355,843,298053,Full-time,Bachelor's,Permanent Resident,Fluent,No,No,Working Class Urban
5171,Male,White,32,25-60,44395,783,414601,Part-time,Bachelor's,Visa Holder,Fluent,No,No,Urban Professional
5172,Female,White,33,25-60,84283,505,121139,Full-time,Some College,Citizen,Limited,No,Yes,Working Class Urban
5173,Female,Asian,42,25-60,151341,805,266623,Full-time,Bachelor's,Citizen,Fluent,No,No,Rural
5174,Male,Asian,54,25-60,46588,823,127014,Full-time,Graduate,Citizen,Fluent,No,No,Historically Redlined
5175,Male,White,79,Over 60,154501,534,284538,Unemployed,Graduate,Citizen,Fluent,No,No,Rural
5176,Male,Hispanic,43,25-60,37711,542,431957,Self-employed,Some College,Citizen,Limited,Yes,No,Urban Professional
5177,Male,Black,24,Under 25,125643,686,304035,Full-time,Graduate,Citizen,Fluent,Yes,No,Rural
5178,Male,White,19,Under 25,147312,730,256171,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
5179,Male,Hispanic,57,25-60,112917,704,194387,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
5180,Female,Hispanic,32,25-60,152297,528,211372,Self-employed,Bachelor's,Citizen,Fluent,Yes,No,Rural
5181,Male,White,74,Over 60,60263,839,207552,Full-time,Bachelor's,Citizen,Fluent,No,No,Working Class Urban
5182,Female,Hispanic,49,25-60,88957,665,365786,Full-time,Some College,Citizen,Limited,No,No,Rural
5183,Female,Multiracial,43,25-60,101643,553,148359,Self-employed,Bachelor's,Citizen,Fluent,No,Yes,Urban Professional
5184,Female,White,32,25-60,78964,689,229580,Full-time,Some College,Citizen,Fluent,No,No,High-income Suburban
5185,Female,Black,22,Under 25,108567,676,449370,Full-time,Bachelor's,Citizen,Fluent,No,No,High-income Suburban
5186,Male,Black,66,Over 60,92240,810,372226,Part-time,Graduate,Visa Holder,Fluent,No,No,Urban Professional
5187,Male,Black,54,25-60,72759,626,367702,Full-time,Bachelor's,Citizen,Limited,No,No,High-income Suburban
5188,Male,White,66,Over 60,95028,786,297014,Full-time,High School,Citizen,Limited,No,No,Rural
5189,Male,Hispanic,64,Over 60,149711,733,52170,Full-time,Bachelor's,Citizen,Fluent,Yes,No,Urban Professional
5190,Male,White,38,25-60,43166,581,438957,Unemployed,High School,Citizen,Fluent,No,No,Rural
5191,Female,Black,71,Over 60,139641,502,366197,Gig,Some College,Citizen,Fluent,Yes,No,Rural
5192,Female,Hispanic,42,25-60,160722,524,290230,Full-time,High School,Citizen,Fluent,No,No,Rural
5193,Male,Black,76,Over 60,146398,570,183850,Full-time,Bachelor's,Citizen,Fluent,Yes,No,High-income Suburban
5194,Male,White,40,25-60,114553,617,317935,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
5195,Female,White,52,25-60,97456,744,81660,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
5196,Male,White,52,25-60,172384,577,133614,Full-time,High School,Citizen,Fluent,Yes,No,High-income Suburban
5197,Male,White,81,Over 60,122587,547,420731,Full-time,Graduate,Citizen,Fluent,Yes,No,Working Class Urban
5198,Female,White,22,Under 25,79355,605,285529,Full-time,High School,Citizen,Fluent,No,No,Working Class Urban
5199,Female,White,36,25-60,25970,763,100609,Self-employed,Graduate,Citizen,Fluent,No,Yes,Rural
5200,Male,Black,67,Over 60,89224,721,365029,Part-time,Some College,Citizen,Fluent,No,No,Working Class Urban
5201,Male,White,71,Over 60,100946,781,386869,Part-time,High School,Citizen,Fluent,No,No,Historically Redlined
5202,Female,Black,49,25-60,70598,717,445451,Full-time,Graduate,Citizen,Limited,No,No,Rural
5203,Female,White,76,Over 60,78594,506,240613,Self-employed,Some College,Citizen,Fluent,No,No,High-income Suburban
5204,Male,White,53,25-60,172264,696,71810,Full-time,High School,Permanent Resident,Fluent,No,No,Working Class Urban
5205,Female,Hispanic,65,Over 60,157918,767,151548,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
5206,Female,White,82,Over 60,116415,675,400533,Full-time,Graduate,Citizen,Fluent,No,No,High-income Suburban
5207,Female,White,68,Over 60,155668,764,248163,Full-time,Bachelor's,Citizen,Limited,No,No,Urban Professional
5208,Male,White,23,Under 25,133566,505,305944,Full-time,Bachelor's,Citizen,Fluent,No,No,Urban Professional
5209,Female,White,22,Under 25,173315,737,435946,Full-time,Some College,Citizen,Fluent,Yes,No,High-income Suburban
5210,Female,White,58,25-60,92146,638,392188,Full-time,Graduate,Citizen,Fluent,No,Yes,High-income Suburban
5211,Male,White,25,25-60,111790,845,80051,Full-time,Graduate,Citizen,Fluent,No,No,Working Class Urban
